Value,REG_NAME_7,MVG_NAME,MVS_NAME,EFG_DK
1698,Carnarvon,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1699,Central Ranges,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1700,Channel Country,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1701,Coolgardie,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1702,Cape York Peninsula,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,MFT1.3
1703,Dampierland,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1704,Einasleigh Uplands,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1705,Esperance Plains,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1706,Eyre Yorke Block,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,MFT1.3
1707,Finke,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1708,Flinders Lofty Block,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1709,Furneaux,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.5
1710,Gascoyne,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1711,Gawler,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.7, 0.55; T5.1, 0.45"
1712,Geraldton Sandplains,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1713,Gibson Desert,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1714,Great Sandy Desert,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1715,Gulf Plains,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1716,Great Victoria Desert,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1717,Hampton,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1718,Jarrah Forest,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1719,Little Sandy Desert,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1720,Mallee,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1721,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1722,Mulga Lands,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.5
1723,Murchison,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1724,Northern Kimberley,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,MFT1.3
1725,Nullarbor,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1726,Pilbara,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1727,South East Coastal Plain,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.6, 0.2; F2.7, 0.8"
1728,Simpson Strzelecki Dunefields,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1729,Stony Plains,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1730,Southern Volcanic Plain,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.6, 0.2; F2.7, 0.8"
1731,Swan Coastal Plain,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1732,Tanami,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1733,Tasmanian Northern Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,T4.5
1734,Tasmanian South East,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.5, 0.8; TF1.4, 0.2"
1735,Victoria Bonaparte,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,MFT1.3
1736,Victorian Midlands,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.6, 0.2; F2.7, 0.8"
1737,Warren,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,"F2.5, 0.8; F2.7, 0.2"
1738,Yalgoo,"Inland aquatic - freshwater, salt lakes, lagoons",Salt lakes and lagoons,F2.7
1739,Central Mackay Coast,"Other Grasslands, Herblands, Sedgelands and Rushlands","Freshwater, dams, lakes, lagoons or aquatic plants",F2.5
1740,South East Coastal Plain,"Other Grasslands, Herblands, Sedgelands and Rushlands","Freshwater, dams, lakes, lagoons or aquatic plants",F2.5
1741,Riverina,"Chenopod Shrublands, Samphire Shrublands and Forblands","Freshwater, dams, lakes, lagoons or aquatic plants","TF1.3, 0.6; TF1.4, 0.4"
1742,Australian Alps,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",F3.1
1743,Avon Wheatbelt,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",F2.3
1744,Brigalow Belt North,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F1.3, 0.15; F3.1, 0.7; TF1.4, 0.15"
1745,Brigalow Belt South,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
1746,Ben Lomond,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",FM1.2
1747,Channel Country,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1748,Central Mackay Coast,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F3.1, 0.8; TF1.3, 0.2"
1749,Cobar Peneplain,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1750,Cape York Peninsula,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","TF1.3, 0.1;TF1.4, 0.6; F2.3, 0.3"
1751,Dampierland,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",F2.3
1752,Desert Uplands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.5, 0.51; TF1.5, 0.49"
1753,Darling Riverine Plains,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","TF1.5, 0.9; F2.5, 0.1"
1754,Einasleigh Uplands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","TF1.4, 0.2; F3.1, 0.8"
1755,Esperance Plains,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.3, 0.1; F2.7, 0.6; F2.5, 0.3"
1756,Eyre Yorke Block,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","TF1.5, 0.1; F2.2, 0.2; F2.5, 0.1; F2.7, 0.7"
1757,Flinders Lofty Block,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.2; F2.5, 0.5; TF1.5, 0.3"
1758,Furneaux,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","FM1.2, 0.3; FM1.3, 0.7"
1759,Gawler,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.7, 0.8; TF1.5, 0.2"
1760,Geraldton Sandplains,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.1; F2.3, 0.9"
1761,Gulf Fall and Uplands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.4
1762,Gulf Plains,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1763,Great Victoria Desert,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.5, 0.1; F2.7, 0.7; TF1.5, 0.2"
1764,Jarrah Forest,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",F2.3
1765,Kanmantoo,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.6; F2.5, 0.4"
1766,King,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.3; F3.1, 0.7"
1767,Mallee,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.3, 0.49; F2.7, 0.51"
1768,Murray Darling Depression,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.1, 0.49; F2.5, 0.51"
1769,Mitchell Grass Downs,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1770,Mount Isa Inlier,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.5, 0.1; F3.1, 0.9"
1771,Mulga Lands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1772,Nandewar,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F3.1, 0.6; F3.2, 0.1, TF1.3, 0.3"
1773,Naracoorte Coastal Plain,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.8; F2.5, 0.2"
1774,New England Tablelands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.3; F3.1, 0.5; F3.2, 0.1, TF1.3, 0.1"
1775,NSW North Coast,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.1; F3.1, 0.05; TF1.3, 0.6; MT1.2, 0.05; MT1.3, 0.2"
1776,NSW South Western Slopes,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F3.1, 0.1; TF1.5, 0.6; TF1.3, 0.3"
1777,Nullarbor,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",TF1.5
1778,Ord Victoria Plain,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants",F3.1
1779,Riverina,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.1; F2.3, 0.2; TF1.3, 0.5; TF1.4, 0.2,"
1780,South East Coastal Plain,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.2, 0.5; FM1.3, 0.4; TF1.3, 0.1"
1781,South East Corner,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","FM1.2, 0.1; FM1.3, 0.5; TF1.3, 0.4"
1782,South Eastern Highlands,"Inland aquatic - freshwater, salt lakes, lagoons","Freshwater, dams, lakes, lagoons or aquatic plants","F2.5, 0.49; F3.1, 0.51"
